origin_index,endpoint_key,name,demand_weight,accessibility,reachable
618,,,,0.5383222554541197,True
619,,,,0.601048487809646,True
620,,,,0.6178857552415778,True
621,,,,0.6241963983054669,True
622,,,,0.6001956213246806,True
623,,,,0.5093667626701621,True
624,,,,0.3833033326438017,True
625,,,,0.2640573905609062,True
626,,,,0.37634353800913456,True
627,,,,1.0623012603121262,True
628,,,,0.675328869629124,True
629,,,,0.6752865956466806,True
630,,,,0.6955004412222944,True
631,,,,0.7175956015961077,True
632,,,,0.8783044238525114,True
633,,,,0.7590861388489233,True
634,,,,0.7366504645413294,True
635,,,,0.42795630171820526,True
636,,,,0.7179616345726569,True
637,,,,0.4625081055842988,True
638,,,,0.5245369951151866,True
639,,,,0.49284509996592074,True
640,,,,0.6102479667843148,True
641,,,,0.6810234684408543,True
642,,,,0.6159537278776428,True
643,,,,0.9101664864106154,True
644,,,,0.8578577139098277,True
645,,,,0.7988070649629391,True
646,,,,0.6793108863128181,True
647,,,,0.681749199360637,True
648,,,,0.7529679017229585,True
649,,,,0.9623325703009519,True
650,,,,0.9614929904108456,True
651,,,,0.8516820778888825,True
652,,,,0.8449473015562121,True
653,,,,0.9498109432679911,True
654,,,,0.9542856005106948,True
655,,,,0.7921641175922687,True
656,,,,0.5282175939397042,True
657,,,,0.5121424010023448,True
658,,,,0.45772893032147677,True
659,,,,0.37403766023810314,True
660,,,,0.4236811807749169,True
661,,,,0.5018404877969184,True
662,,,,0.5040685469594116,True
663,,,,0.7158521063033028,True
664,,,,0.6987973649914184,True
665,,,,0.6058718570891575,True
666,,,,0.6341593062552445,True
667,,,,0.5971962610495156,True
668,,,,0.5239010828707207,True
669,,,,0.5125344881881545,True
670,,,,0.565422888222776,True
671,,,,0.6053593181983448,True
672,,,,0.5505825354882267,True
673,,,,0.30321411826909145,True
674,,,,0.6348031229227198,True
675,,,,0.6053593181983448,True
676,,,,0.6128087139798137,True
677,,,,0.609569478395988,True
678,,,,0.5883552322450962,True
679,,,,0.5501417277619944,True
680,,,,0.5356285705512374,True
681,,,,1.0710943145220302,True
682,,,,0.922888039722331,True
683,,,,1.040136143344644,True
684,,,,1.0598755136614775,True
685,,,,0.9893249234242456,True
686,,,,0.9979246517363675,True
687,,,,1.0463974068035384,True
688,,,,1.049507799559044,True
689,,,,0.6558446436765499,True
690,,,,0.6020955452250251,True
691,,,,0.7097164413361556,True
692,,,,0.8032597902113539,True
693,,,,0.7490892148045825,True
694,,,,0.8582942702592972,True
695,,,,0.6897437226885961,True
696,,,,0.29591542596448156,True
697,,,,1.0515719458477983,True
698,,,,0.3970989458573929,True
699,,,,0.4273699060408386,True
700,,,,0.4657809981842367,True
701,,,,0.6332702806364894,True
702,,,,0.6648822746098111,True
703,,,,0.43879043767955794,True
704,,,,0.5454438797815556,True
705,,,,0.5943517014956925,True
706,,,,0.57310538334615,True
707,,,,0.0,False
708,,,,0.0,False
709,,,,0.0,False
710,,,,0.0,False
711,,,,0.0,False
712,,,,0.0,False
713,,,,0.870770707266244,True
714,,,,1.293845540211649,True
715,,,,1.6499820986287483,True
716,,,,1.217669944180388,True
717,,,,0.907416213433041,True
718,,,,1.432727595561134,True
719,,,,1.1424352126779616,True
720,,,,0.0,False
721,,,,1.8910222962645165,True
722,,,,1.6908177105849849,True
723,,,,1.0141921126497617,True
724,,,,1.8423821654721049,True
725,,,,1.1562718570698267,True
726,,,,0.5730442907618672,True
727,,,,0.39004117024150686,True
728,,,,0.5768181789798688,True
729,,,,1.1826623813127402,True
730,,,,0.8633484048643615,True
731,,,,0.20356676475541532,True
732,,,,1.4414439606036984,True
733,,,,1.0805373109940424,True
734,,,,1.023540103821847,True
735,,,,1.5483857732179802,True
736,,,,1.5471088824992076,True
737,,,,1.442790315152485,True
738,,,,1.5577631400450107,True
739,,,,2.316641644327207,True
