segment_index,road_segment_id,name,highway,length_m,madina_flow,flow_distance_km,protected_local_street,major_road
8509,8509,,tertiary,87.91542736402305,0.0,0.0,False,False
8510,8510,,tertiary,13.341105718000476,0.0,0.0,False,False
8511,8511,,tertiary,43.32457035266335,0.0,0.0,False,False
8512,8512,,tertiary,137.76410560291015,0.0,0.0,False,False
8513,8513,,tertiary,195.6895374593616,0.0,0.0,False,False
8514,8514,,motorway,10.496598473180018,0.0,0.0,False,True
8515,8515,,motorway,28.64334367705621,0.0,0.0,False,True
8516,8516,,motorway,180.0082563931216,0.0,0.0,False,True
8517,8517,,tertiary,148.10962957938872,0.0,0.0,False,False
8518,8518,,tertiary,17.700401871882324,0.0,0.0,False,False
8519,8519,,tertiary,279.18619669080203,0.0,0.0,False,False
8520,8520,,tertiary,156.78271445504998,0.0,0.0,False,False
8521,8521,,tertiary,124.04900539173286,0.0,0.0,False,False
8522,8522,,tertiary,33.21124168738036,0.0,0.0,False,False
8523,8523,,tertiary,31.379003363929694,0.0,0.0,False,False
8524,8524,,tertiary,37.33011792420934,0.0,0.0,False,False
8525,8525,,tertiary,13.14353431799284,0.0,0.0,False,False
8526,8526,,tertiary,64.76315820899279,0.0,0.0,False,False
8527,8527,,tertiary,16.46522154681478,0.0,0.0,False,False
8528,8528,,tertiary,32.643689757348916,0.0,0.0,False,False
8529,8529,,tertiary,7.895705529277873,0.0,0.0,False,False
8530,8530,,tertiary,230.529544236948,0.0,0.0,False,False
8531,8531,,tertiary,306.5650558127931,0.0,0.0,False,False
8532,8532,,tertiary,41.733626226299876,0.0,0.0,False,False
8533,8533,,tertiary,99.01227385161437,0.0,0.0,False,False
8534,8534,,tertiary,60.000240551816255,0.0,0.0,False,False
8535,8535,,tertiary,148.98618161809654,0.0,0.0,False,False
8536,8536,,tertiary,143.28327935083882,0.0,0.0,False,False
8537,8537,,tertiary,58.85195322893376,0.0,0.0,False,False
8538,8538,,tertiary,2.8661768537788794,0.0,0.0,False,False
8539,8539,,tertiary,156.78191145997428,0.0,0.0,False,False
